flags, %_of_average, viable_in_how_many_functions, functions
[-O1], 93.62%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-O2], 91.08%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-O3], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-Os], 102.63%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-Ofast], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-reg-struct-return; -fsignaling-nans; -fno-tree-loop-distribute-patterns; -fno-if-conversion2; -fpartial-inlining; -ftree-scev-cprop; -fomit-frame-pointer; -fipa-icf; -ftree-dominator-opts; -ftree-pre; -fno-omit-frame-pointer; -ftree-sink; -ftracer; -ftree-reassoc; -fsched-spec-insn-heuristic; -ftree-builtin-call-dce], 91.63%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fbranch-count-reg; -fshrink-wrap; -ftree-ch; -fno-tree-loop-distribution; -fsplit-ivs-in-unroller; -fearly-inlining; -fshort-wchar; -fira-share-save-slots; -ftree-loop-ivcanon; -fvpt; -fno-tree-loop-if-convert; -fno-var-tracking-assignments-toggle; -ftree-lrs; -funwind-tables; -fno-sched-pressure; -fno-branch-probabilities], 89.91%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fipa-cp-alignment; -fdelete-null-pointer-checks; -fcprop-registers; -fno-tree-ccp; -fnothrow-opt; -fno-tree-copy-prop; -fno-sched-pressure; -fsched-spec-load; -fno-selective-scheduling2; -fno-schedule-fusion; -fno-rerun-cse-after-loop; -fno-ira-hoist-pressure; -funsafe-loop-optimizations; -fno-tree-loop-vectorize; -fno-gcse-las; -fno-ipa-cp-clone], 89.86%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fsignaling-nans; -fno-tree-slp-vectorize; -fno-if-conversion; -fipa-sra; -fno-tree-vrp; -ftree-reassoc; -fno-sel-sched-reschedule-pipelined; -fno-isolate-erroneous-paths-attribute; -fno-asynchronous-unwind-tables; -ftree-pre; -ftree-slp-vectorize; -fno-short-enums; -fno-tree-coalesce-vars; -fthread-jumps; -fsigned-zeros; -ftree-cselim], 90.76%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fopt-info; -fno-reorder-functions; -fno-short-double; -fomit-frame-pointer; -fsched-spec; -fno-align-jumps; -fno-selective-scheduling2; -ftree-fre; -fno-branch-count-reg; -fno-associative-math; -fgcse-after-reload; -fgcse-lm; -fno-schedule-insns; -fno-conserve-stack; -fshrink-wrap; -fif-conversion2], 89.59%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-ipa-sra; -fno-peephole2; -fipa-pure-const; -freorder-functions; -fomit-frame-pointer; -fno-ipa-ra; -fno-tree-loop-optimize; -fno-split-ivs-in-unroller; -fvariable-expansion-in-unroller; -fno-sched-spec-insn-heuristic; -ftree-loop-if-convert-stores; -fno-inline-functions-called-once; -fno-tree-forwprop; -fno-tree-pre; -fno-tracer; -fif-conversion2], 96.53%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fselective-scheduling; -fno-aggressive-loop-optimizations; -ftree-partial-pre; -finline-functions-called-once; -fif-conversion; -fno-ira-loop-pressure; -fif-conversion; -fno-sel-sched-reschedule-pipelined; -fno-sched-rank-heuristic; -fno-rename-registers; -ftree-vectorize; -ffunction-cse; -fno-delete-null-pointer-checks; -fno-tree-ter; -fno-tree-fre; -fno-sched-rank-heuristic], 92.31%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fipa-sra; -fno-jump-tables; -fstrict-enums; -fomit-frame-pointer; -ffloat-store; -fno-aggressive-loop-optimizations; -fno-tree-copyrename; -ftree-bit-ccp; -fbranch-count-reg; -fno-exceptions; -ftracer; -fno-dce; -freorder-blocks-and-partition; -fno-tree-loop-im; -fnothrow-opt; -fipa-ra], 93.47%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-tree-forwprop; -ftree-pre; -fsched-interblock; -fno-tree-vrp; -fsched-stalled-insns; -fno-tree-loop-ivcanon; -fsched-interblock; -fno-cse-follow-jumps; -fpeel-loops; -fno-ipa-sra; -fno-graphite-identity; -fsel-sched-pipelining; -fno-ipa-sra; -fno-tree-dominator-opts; -finline-functions-called-once; -fno-tree-lrs], 90.80%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-crossjumping; -fno-selective-scheduling; -fsplit-wide-types; -fno-lra-remat; -fssa-phiopt; -fsched-group-heuristic; -fno-tree-loop-distribution; -fno-graphite; -fnothrow-opt; -frerun-cse-after-loop; -fno-inline-small-functions; -fsched-critical-path-heuristic; -fno-early-inlining; -fno-aggressive-loop-optimizations; -fif-conversion; -fselective-scheduling], 92.64%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-loop-unroll-and-jam; -freg-struct-return; -fno-nothrow-opt; -fno-ipa-pure-const; -ftree-coalesce-inlined-vars; -ftree-bit-ccp; -fjump-tables; -frtti; -fno-unsafe-loop-optimizations; -falign-loops; -fno-tree-loop-if-convert-stores; -frounding-math; -fpeel-loops; -fmodulo-sched-allow-regmoves; -fno-jump-tables; -fno-predictive-commoning], 91.13%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-align-labels; -flive-range-shrinkage; -fno-aggressive-loop-optimizations; -fno-sched-dep-count-heuristic; -fno-live-range-shrinkage; -fsched-critical-path-heuristic; -ftree-coalesce-vars; -ftree-loop-distribute-patterns; -fno-isolate-erroneous-paths-dereference; -ftree-slp-vectorize; -fno-ivopts; -fno-unroll-all-loops; -fira-hoist-pressure; -fno-short-wchar; -ffloat-store; -fno-reorder-blocks-and-partition], 97.02%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-unwind-tables; -fno-guess-branch-probability; -fno-dse; -ffunction-cse; -fsplit-ivs-in-unroller; -fgcse; -fno-forward-propagate; -fno-sel-sched-pipelining-outer-loops; -fno-sched-last-insn-heuristic; -fno-btr-bb-exclusive; -fno-function-cse; -fno-graphite-identity; -fno-schedule-insns; -fsched-spec-load; -fshort-enums; -fno-tree-dse], 92.30%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fexpensive-optimizations; -fhoist-adjacent-loads; -fsignaling-nans; -fcombine-stack-adjustments; -ftree-dce; -fno-var-tracking; -fipa-cp-clone; -fdce; -ftracer; -fdelayed-branch; -fira-share-save-slots; -ftree-sink; -fif-conversion; -fsched-pressure; -fschedule-fusion; -fexpensive-optimizations], 89.16%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-reorder-functions; -fsched-interblock; -fno-short-enums; -ftree-pre; -fipa-pure-const; -fipa-cp-alignment; -flifetime-dse; -fno-dce; -fno-sched-stalled-insns-dep; -fno-sched-interblock; -fno-tree-dse; -fno-tree-loop-if-convert-stores; -fasynchronous-unwind-tables; -fdevirtualize; -fvariable-expansion-in-unroller; -fassociative-math], 91.66%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-tree-bit-ccp; -ftree-pre; -fno-single-precision-constant; -fno-tree-lrs; -fno-tree-ter; -fgcse-after-reload; -fno-web; -fbranch-target-load-optimize; -finline-functions-called-once; -fno-btr-bb-exclusive; -fno-rename-registers; -fno-tree-loop-optimize; -finline; -fno-graphite; -fvar-tracking; -fno-tree-sra], 97.14%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fsched-spec; -ffinite-math-only; -fvar-tracking-uninit; -freorder-blocks; -fdse; -fgcse-las; -fisolate-erroneous-paths-dereference; -fno-loop-block; -fno-loop-interchange; -ftree-fre; -fno-inline; -fno-selective-scheduling; -fno-inline-functions-called-once; -fcprop-registers; -fstrict-overflow; -freorder-blocks-and-partition], 91.19%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fgcse; -fstrict-enums; -ftree-coalesce-inlined-vars; -fsched-spec-load; -fschedule-fusion; -fpeel-loops; -fschedule-fusion; -fdelete-dead-exceptions; -fno-signaling-nans; -fno-pack-struct; -fno-unroll-all-loops; -fno-loop-unroll-and-jam; -ftree-dce; -ftree-sra; -fno-loop-parallelize-all; -frename-registers], 91.13%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
[-fno-tree-tail-merge; -fno-tree-dominator-opts; -foptimize-strlen; -fno-tree-ch; -fpredictive-commoning; -fno-isolate-erroneous-paths-attribute; -fvar-tracking-uninit; -fno-pack-struct; -fjump-tables; -frounding-math; -fno-cse-follow-jumps; -fsched2-use-superblocks; -ftree-sink; -fdefer-pop; -fno-defer-pop; -fif-conversion2], 93.47%, 30, [DSP_autocor_c.c; DSP_blk_eswap16_c.c; DSP_blk_eswap32_c.c; DSP_blk_eswap64_c.c; DSP_blk_move_c.c; DSP_dotprod_c.c; DSP_dotp_sqr_c.c; DSP_firlms2_c.c; DSP_fir_cplx_c.c; DSP_fltoq15_c.c; DSP_mat_mul_c.c; DSP_mat_trans_c.c; DSP_maxidx_c.c; DSP_maxval_c.c; DSP_minerror_c.c; DSP_minval_c.c; DSP_mul32_c.c; DSP_neg32_c.c; DSP_q15tofl_c.c; DSP_vecsumsq_c.c; DSP_w_vec_c.c; IMG_quantize_c.c; IMG_sad_16x16_c.c; IMG_sad_8x8_c.c; IMG_sobel_c.c; IMG_wave_horz_c.c; IMG_wave_vert_c.c; IMG_ycbcr422p_rgb565_c.c; IMG_yc_demux_be16_c.c; IMG_yc_demux_le16_c.c]
